| Economy | Greece |
| Current account balance: | -$16.68 billion (2012 est.) |
| Current account balance: | -$29.36 billion (2011 est.) |
| Exports: | $26.67 billion (2012 est.) |
| Exports: | $28.16 billion (2011 est.) |
| Exports - commodities: | food and beverages, manufactured goods, petroleum products, chemicals, textiles |
| Exports - partners: | Italy 9.5%, Turkey 7.9%, Germany 7.9%, Cyprus 6.1%, Bulgaria 5.5%, US 5.2% (2011) |
| Imports: | $57.92 billion (2012 est.) |
| Imports: | $66.04 billion (2011 est.) |
| Imports - commodities: | machinery, transport equipment, fuels, chemicals |
| Imports - partners: | Germany 10.6%, Russia 9.4%, Italy 9.2%, China 5.7%, Netherlands 5.5%, France 5%, Iran 4.5% (2011) |
| Reserves of foreign exchange and gold: | $6.9 billion (31 December 2011 est.) |
| Reserves of foreign exchange and gold: | $6.37 billion (2010 est.) |
| Debt - external: | $583.3 billion (30 June 2011) |
| Debt - external: | $532.9 billion (30 June 2010) |
| Stock of direct foreign investment - at home: | $27.26 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $27.43 billion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $41.49 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $42.94 billion (31 December 2011 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.7838 (2012 est.) |
| Exchange rates: | 0.7185 (2011 est.) |
| Exchange rates: | 755 (2010 est.) |
| Exchange rates: | 0.7198 (2009 est.) |
| Exchange rates: | 0.6827 (2008 est.) |
| Fiscal year: | calendar year |
