| Economy | Burundi |
| GDP - composition, by end use: | household consumption: 83% (2017 est.) |
| GDP - composition, by end use: | government consumption: 20.8% (2017 est.) |
| GDP - composition, by end use: | investment in fixed capital: 16% (2017 est.) |
| GDP - composition, by end use: | investment in inventories: 0% (2017 est.) |
| GDP - composition, by end use: | exports of goods and services: 5.5% (2017 est.) |
| GDP - composition, by end use: | imports of goods and services: -25.3% (2017 est.) |
| GDP - composition, by sector of origin: | agriculture: 39.5% (2017 est.) |
| GDP - composition, by sector of origin: | industry: 16.4% (2017 est.) |
| GDP - composition, by sector of origin: | services: 44.2% (2017 est.) |
| Agriculture - products: | coffee, cotton, tea, corn, beans, sorghum, sweet potatoes, bananas, cassava (manioc, tapioca); beef, milk, hides |
| Industries: | light consumer goods (sugar, shoes, soap, beer); cement, assembly of imported components; public works construction; food processing (fruits) |
| Industrial production growth rate: | -2% (2017 est.) |
| Labor force: | 5.012 million (2017 est.) |
| Labor force - by occupation: | agriculture: 93.6% |
| Labor force - by occupation: | industry: 2.3% |
| Labor force - by occupation: | services: 4.1% (2002 est.) |
| Unemployment rate: | NA |
| Population below poverty line: | 64.6% (2014 est.) |
| Household income or consumption by percentage share: | lowest 10%: 28% (2006) |
| Household income or consumption by percentage share: | highest 10%: 28% (2006) |
| Distribution of family income - Gini index: | 42.4 (1998) |
| Budget: | revenues: 536.7 million (2017 est.) |
| Budget: | expenditures: 729.6 million (2017 est.) |
| Taxes and other revenues: | 15.8% (of GDP) (2017 est.) |
| Budget surplus (+) or deficit (-): | -5.7% (of GDP) (2017 est.) |
| Public debt: | 51.7% of GDP (2017 est.) |
| Public debt: | 48.4% of GDP (2016 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 16.6% (2017 est.) |
| Inflation rate (consumer prices): | 5.5% (2016 est.) |
| Central bank discount rate: | 11.25% (31 December 2010) |
| Central bank discount rate: | 10% (31 December 2009) |
| Commercial bank prime lending rate: | 14.8% (31 December 2017 est.) |
| Commercial bank prime lending rate: | 14.24% (31 December 2016 est.) |
| Stock of narrow money: | $540 million (31 December 2017 est.) |
| Stock of narrow money: | $476.7 million (31 December 2016 est.) |
| Stock of broad money: | $540 million (31 December 2017 est.) |
| Stock of broad money: | $476.7 million (31 December 2016 est.) |
| Stock of domestic credit: | $1.116 billion (31 December 2017 est.) |
| Stock of domestic credit: | $1.03 billion (31 December 2016 est.) |
| Market value of publicly traded shares: | NA |
| Current account balance: | -$418 million (2017 est.) |
| Current account balance: | -$411 million (2016 est.) |
| Exports: | $119 million (2017 est.) |
| Exports: | $109.7 million (2016 est.) |
| Exports - partners: | Democratic Republic of the Congo 25.5%, Switzerland 18.4%, UAE 14.9%, Belgium 6% (2017) |
| Exports - commodities: | coffee, tea, sugar, cotton, hides |
| Imports: | $603.8 million (2017 est.) |
| Imports: | $527.2 million (2016 est.) |
| Imports - commodities: | capital goods, petroleum products, foodstuffs |
| Imports - partners: | India 18.5%, China 13%, Kenya 7.9%, UAE 6.8%, Saudi Arabia 6.8%, Uganda 6%, Tanzania 5.4%, Zambia 4.6% (2017) |
| Reserves of foreign exchange and gold: | $97.4 million (31 December 2017 est.) |
| Reserves of foreign exchange and gold: | $95.17 million (31 December 2016 est.) |
| Debt - external: | $610.9 million (31 December 2017 est.) |
| Debt - external: | $622.4 million (31 December 2016 est.) |
| Exchange rates: | Burundi francs (BIF) per US dollar - |
| Exchange rates: | 1,731 (2017 est.) |
| Exchange rates: | 1,654.63 (2016 est.) |
| Exchange rates: | 1,654.63 (2015 est.) |
| Exchange rates: | 1,571.9 (2014 est.) |
| Exchange rates: | 1,546.7 (2013 est.) |
