| Economy | Russia |
| Public debt: | 7.7% of GDP (2012 est.) |
| Public debt: | 8.1% of GDP (2011 est.) |
| Public debt: | note: data cover general government debt, and includes debt instruments issued (or owned) by government entities other than the treasury; the data include treasury debt held by foreign entities; the data include debt issued by subnational entities, as well as intra-governmental debt; intra-governmental debt consists of treasury borrowings from surpluses in the social funds, such as for retirement, medical care, and unemployment, debt instruments for the social funds are not sold at public auctions |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 5.1% (2012 est.) |
| Inflation rate (consumer prices): | 8.4% (2011 est.) |
| Central bank discount rate: | 8.25% (31 December 2012 est.) |
| Central bank discount rate: | 8% (31 December 2011) |
| Central bank discount rate: | note: this is the so-called refinancing rate, but in Russia banks do not get refinancing at this rate; this is a reference rate used primarily for fiscal purposes |
| Commercial bank prime lending rate: | 9.1% (31 December 2012 est.) |
| Commercial bank prime lending rate: | 8.45% (31 December 2011 est.) |
| Stock of narrow money: | $452.8 billion (31 December 2012 est.) |
| Stock of narrow money: | $399.3 billion (31 December 2011 est.) |
| Stock of broad money: | $1.061 trillion (31 December 2012 est.) |
| Stock of broad money: | $893.1 billion (31 December 2011 est.) |
| Stock of domestic credit: | $922.6 billion (31 December 2012 est.) |
| Stock of domestic credit: | $702.2 billion (31 December 2011 est.) |
| Market value of publicly traded shares: | $845.4 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $796.4 billion (31 December 2011) |
| Market value of publicly traded shares: | $1.005 trillion (31 December 2010 est.) |
| Current account balance: | $71.43 billion (2012 est.) |
| Current account balance: | $97.27 billion (2011 est.) |
| Exports: | $528 billion (2012 est.) |
| Exports: | $515.4 billion (2011 est.) |
| Exports - commodities: | petroleum and petroleum products, natural gas, metals, wood and wood products, chemicals, and a wide variety of civilian and military manufactures |
| Exports - partners: | Netherlands 14.4%, China 6.4%, Italy 5.3%, Germany 4.5% (2012) |
| Imports: | $335.7 billion (2012 est.) |
| Imports: | $318.6 billion (2011 est.) |
| Imports - commodities: | machinery, vehicles, pharmaceutical products, plastic, semi-finished metal products, meat, fruits and nuts, optical and medical instruments, iron, steel |
| Imports - partners: | China 15.5%, Germany 9.5%, Ukraine 5.5% (2012) |
| Reserves of foreign exchange and gold: | $537.6 billion (31 December 2012 est.) |
| Reserves of foreign exchange and gold: | $498.6 billion (31 December 2011 est.) |
| Debt - external: | $631.8 billion (31 December 2012 est.) |
| Debt - external: | $543 billion (31 December 2011 est.) |
| Stock of direct foreign investment - at home: | $497.8 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $454.9 billion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $387.2 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $361.5 billion (31 December 2011 est.) |
| Exchange rates: | Russian rubles (RUB) per US dollar - |
| Exchange rates: | 30.84 (2012 est.) |
| Exchange rates: | 29.38 (2011 est.) |
| Exchange rates: | 30.37 (2010 est.) |
| Exchange rates: | 31.74 (2009) |
| Exchange rates: | 24.85 (2008) |
