| Economy | Belarus |
| GDP - per capita (PPP): | $15,700 (2012 est.) |
| GDP - per capita (PPP): | $15,400 (2011 est.) |
| GDP - per capita (PPP): | note: data are in 2013 US dollars |
| Gross national saving: | 24.8% of GDP (2013 est.) |
| Gross national saving: | 31.8% of GDP (2012 est.) |
| Gross national saving: | 29.2% of GDP (2011 est.) |
| GDP - composition, by end use: | household consumption: 46.3% |
| GDP - composition, by end use: | government consumption: 15.3% |
| GDP - composition, by end use: | investment in fixed capital: 30% |
| GDP - composition, by end use: | investment in inventories: 0.7% |
| GDP - composition, by end use: | exports of goods and services: 80.2% |
| GDP - composition, by end use: | imports of goods and services: -72.5% |
| GDP - composition, by end use: | (2013 est.) |
| GDP - composition, by sector of origin: | agriculture: 9.2% |
| GDP - composition, by sector of origin: | industry: 46.2% |
| GDP - composition, by sector of origin: | services: 44.7% (2013 est.) |
| Agriculture - products: | grain, potatoes, vegetables, sugar beets, flax; beef, milk |
| Industries: | metal-cutting machine tools, tractors, trucks, earthmovers, motorcycles, televisions, synthetic fibers, fertilizer, textiles, radios, refrigerators |
| Industrial production growth rate: | 1% (2013 est.) |
| Labor force: | 5 million (2009) |
| Labor force - by occupation: | agriculture: 9.4% |
| Labor force - by occupation: | industry: 45.9% |
| Labor force - by occupation: | services: 44.7% (2005 est.) |
| Unemployment rate: | 1% (2009 est.) |
| Unemployment rate: | 1.6% (2005) |
| Unemployment rate: | note: official registered unemployed; large number of underemployed workers |
| Population below poverty line: | 27.1% (2003 est.) |
| Household income or consumption by percentage share: | lowest 10%: 3.8% |
| Household income or consumption by percentage share: | highest 10%: 21.9% (2008) |
| Distribution of family income - Gini index: | 27.2 (2008) |
| Distribution of family income - Gini index: | 21.7 (1998) |
| Budget: | revenues: $26.68 billion |
| Budget: | expenditures: $26.79 billion (2013 est.) |
| Taxes and other revenues: | 38.5% of GDP (2013 est.) |
| Budget surplus (+) or deficit (-): | -0.2% of GDP (2013 est.) |
| Public debt: | 31.5% of GDP (2013 est.) |
| Public debt: | 31.5% of GDP (2012 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 19% (2013 est.) |
| Inflation rate (consumer prices): | 59.1% (2012 est.) |
| Central bank discount rate: | 10.5% (31 December 2010 est.) |
| Central bank discount rate: | 13.5% (31 December 2009 est.) |
| Commercial bank prime lending rate: | 10% (31 December 2013 est.) |
| Commercial bank prime lending rate: | 19.49% (31 December 2012 est.) |
| Stock of narrow money: | NA% (31 December 2013 est.) |
| Stock of narrow money: | $4.018 billion (31 December 2012 est.) |
| Stock of broad money: | $9.073 billion (31 December 2013 est.) |
| Stock of broad money: | $7.655 billion (31 December 2012 est.) |
| Stock of domestic credit: | $22.68 billion (31 December 2013 est.) |
| Stock of domestic credit: | $19.82 billion (31 December 2012 est.) |
| Market value of publicly traded shares: | $NA |
| Current account balance: | -$4.245 billion (2013 est.) |
| Current account balance: | -$1.688 billion (2012 est.) |
| Exports: | $42.06 billion (2013 est.) |
| Exports: | $45.57 billion (2012 est.) |
| Exports - commodities: | machinery and equipment, mineral products, chemicals, metals, textiles, foodstuffs |
| Exports - partners: | Russia 35.4%, Netherlands 16.4%, Ukraine 12.1%, Latvia 7.1% (2012) |
| Imports: | $45.17 billion (2013 est.) |
| Imports: | $45.01 billion (2012 est.) |
| Imports - commodities: | mineral products, machinery and equipment, chemicals, foodstuffs, metals |
| Imports - partners: | Russia 59.4%, Germany 5.9%, China 5.1%, Ukraine 5% (2012) |
| Reserves of foreign exchange and gold: | $4.513 billion (31 December 2013 est.) |
| Reserves of foreign exchange and gold: | $5.809 billion (31 December 2012 est.) |
| Debt - external: | $1.204 billion (31 December 2013 est.) |
| Debt - external: | $1.225 billion (31 December 2012 est.) |
| Exchange rates: | Belarusian rubles (BYB/BYR) per US dollar - |
| Exchange rates: | 8,950.7 (2013 est.) |
| Exchange rates: | 8,336.9 (2012 est.) |
| Exchange rates: | 2,978.5 (2010 est.) |
| Exchange rates: | 2,789.49 (2009) |
| Exchange rates: | 2,130 (2008) |
