| Economy | Israel |
| GDP - real growth rate: | 2.6% (2015 est.) |
| GDP - per capita (PPP): | $36,400 (2017 est.) |
| GDP - per capita (PPP): | $35,900 (2016 est.) |
| GDP - per capita (PPP): | $35,200 (2015 est.) |
| GDP - per capita (PPP): | note: data are in 2017 dollars |
| Gross national saving: | 23.6% of GDP (2017 est.) |
| Gross national saving: | 24.2% of GDP (2016 est.) |
| Gross national saving: | 25% of GDP (2015 est.) |
| GDP - composition, by end use: | household consumption: 55.1% (2017 est.) |
| GDP - composition, by end use: | government consumption: 22.8% (2017 est.) |
| GDP - composition, by end use: | investment in fixed capital: 20.1% (2017 est.) |
| GDP - composition, by end use: | investment in inventories: 0.7% (2017 est.) |
| GDP - composition, by end use: | exports of goods and services: 28.9% (2017 est.) |
| GDP - composition, by end use: | imports of goods and services: -27.5% (2017 est.) |
| GDP - composition, by sector of origin: | agriculture: 2.4% (2017 est.) |
| GDP - composition, by sector of origin: | industry: 26.5% (2017 est.) |
| GDP - composition, by sector of origin: | services: 69.5% (2017 est.) |
| Agriculture - products: | citrus, vegetables, cotton; beef, poultry, dairy products |
| Industries: | high-technology products (including aviation, communications, computer-aided design and manufactures, medical electronics, fiber optics), wood and paper products, potash and phosphates, food, beverages, and tobacco, caustic soda, cement, pharmaceuticals, construction, metal products, chemical products, plastics, cut diamonds, textiles, footwear |
| Industrial production growth rate: | 3.5% (2017 est.) |
| Labor force: | 4.021 million (2017 est.) |
| Labor force - by occupation: | agriculture: 1.1% |
| Labor force - by occupation: | industry: 17.3% |
| Labor force - by occupation: | services: 81.6% (2015 est.) |
| Unemployment rate: | 4.2% (2017 est.) |
| Unemployment rate: | 4.8% (2016 est.) |
| Population below poverty line: | 22% (2014 est.) (2014 est.) |
| Population below poverty line: | note: Israel's poverty line is $7.30 per person per day |
| Household income or consumption by percentage share: | lowest 10%: 31.3% (2010) |
| Household income or consumption by percentage share: | highest 10%: 31.3% (2010) |
| Distribution of family income - Gini index: | 42.8 (2013) |
| Distribution of family income - Gini index: | 39.2 (2008) |
| Budget: | revenues: 93.11 billion (2017 est.) |
| Budget: | expenditures: 100.2 billion (2017 est.) |
| Taxes and other revenues: | 26.5% (of GDP) (2017 est.) |
| Budget surplus (+) or deficit (-): | -2% (of GDP) (2017 est.) |
| Public debt: | 60.9% of GDP (2017 est.) |
| Public debt: | 62.3% of GDP (2016 est.) |
| Fiscal year: | calendar year |
| Inflation rate (consumer prices): | 0.2% (2017 est.) |
| Inflation rate (consumer prices): | -0.5% (2016 est.) |
| Central bank discount rate: | 0.1% (15 December 2015) |
| Central bank discount rate: | 0.25% (31 December 2014) |
| Commercial bank prime lending rate: | 3.5% (31 December 2017 est.) |
| Commercial bank prime lending rate: | 3.42% (31 December 2016 est.) |
| Stock of narrow money: | $100.4 billion (31 December 2017 est.) |
| Stock of narrow money: | $79.58 billion (31 December 2016 est.) |
| Stock of broad money: | $100.4 billion (31 December 2017 est.) |
| Stock of broad money: | $79.58 billion (31 December 2016 est.) |
| Stock of domestic credit: | $290.7 billion (31 December 2017 est.) |
| Stock of domestic credit: | $257.4 billion (31 December 2016 est.) |
| Market value of publicly traded shares: | $243.9 billion (31 December 2015 est.) |
| Market value of publicly traded shares: | $200.5 billion (31 December 2014 est.) |
| Market value of publicly traded shares: | $203.3 billion (31 December 2013 est.) |
| Current account balance: | $10.12 billion (2017 est.) |
| Current account balance: | $11.94 billion (2016 est.) |
| Exports: | $58.67 billion (2017 est.) |
| Exports: | $56.17 billion (2016 est.) |
| Exports - partners: | US 28.8%, UK 8.2%, Hong Kong 7%, China 5.4%, Belgium 4.5% (2017) |
| Exports - commodities: | machinery and equipment, software, cut diamonds, agricultural products, chemicals, textiles and apparel |
| Imports: | $68.61 billion (2017 est.) |
| Imports: | $63.9 billion (2016 est.) |
| Imports - commodities: | raw materials, military equipment, investment goods, rough diamonds, fuels, grain, consumer goods |
| Imports - partners: | US 11.7%, China 9.5%, Switzerland 8%, Germany 6.8%, UK 6.2%, Belgium 5.9%, Netherlands 4.2%, Turkey 4.2%, Italy 4% (2017) |
| Reserves of foreign exchange and gold: | $113 billion (31 December 2017 est.) |
| Reserves of foreign exchange and gold: | $95.45 billion (31 December 2016 est.) |
| Debt - external: | $88.66 billion (31 December 2017 est.) |
| Debt - external: | $87.96 billion (31 December 2016 est.) |
| Stock of direct foreign investment - at home: | $129.1 billion (31 December 2017 est.) |
| Stock of direct foreign investment - at home: | $107.3 billion (31 December 2016 est.) |
| Stock of direct foreign investment - abroad: | $100.3 billion (31 December 2017 est.) |
| Stock of direct foreign investment - abroad: | $98.11 billion (31 December 2016 est.) |
| Exchange rates: | new Israeli shekels (ILS) per US dollar - |
| Exchange rates: | 3.606 (2017 est.) |
| Exchange rates: | 3.8406 (2016 est.) |
| Exchange rates: | 3.8406 (2015 est.) |
| Exchange rates: | 3.8869 (2014 est.) |
| Exchange rates: | 3.5779 (2013 est.) |
