| Economy | Spain |
| Agriculture - products: | grain, vegetables, olives, wine grapes, sugar beets, citrus; beef, pork, poultry, dairy products; fish |
| Industrial production growth rate: | -1.4% (2011 est.) |
| Current account balance: | -$18.8 billion (2012 est.) |
| Current account balance: | -$52.28 billion (2011 est.) |
| Exports: | $303.8 billion (2012 est.) |
| Exports: | $309.6 billion (2011 est.) |
| Exports - commodities: | machinery, motor vehicles; foodstuffs, pharmaceuticals, medicines, other consumer goods |
| Exports - partners: | France 17.8%, Germany 10.6%, Portugal 8.3%, Italy 8.3%, UK 6.7% (2011) |
| Imports: | $322.7 billion (2012 est.) |
| Imports: | $364.9 billion (2011 est.) |
| Imports - commodities: | machinery and equipment, fuels, chemicals, semifinished goods, foodstuffs, consumer goods, measuring and medical control instruments |
| Imports - partners: | Germany 13%, France 11.8%, Italy 6.7%, China 5.8%, Netherlands 5%, UK 4.5% (2011) |
| Reserves of foreign exchange and gold: | $47.1 billion (31 December 2011 est.) |
| Reserves of foreign exchange and gold: | $31.91 billion (2010 est.) |
| Debt - external: | $2.57 trillion (30 June 2011) |
| Debt - external: | $2.166 trillion (30 June 2010) |
| Stock of direct foreign investment - at home: | $663.1 billion (31 December 2012 est.) |
| Stock of direct foreign investment - at home: | $652.8 billion (31 December 2011 est.) |
| Stock of direct foreign investment - abroad: | $739.2 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $690.4 billion (31 December 2011 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.7838 (2012 est.) |
| Exchange rates: | 0.7185 (2011 est.) |
| Exchange rates: | 755 (2010 est.) |
| Exchange rates: | 0.7198 (2009 est.) |
| Exchange rates: | 0.6827 (2008 est.) |
| Fiscal year: | calendar year |
