| Economy | Ireland |
| Debt - external: | $2.213 trillion (31 December 2011) |
| Stock of direct foreign investment - at home: | $777.3 billion (31 December 2013 est.) |
| Stock of direct foreign investment - at home: | $725.8 billion (31 December 2012 est.) |
| Stock of direct foreign investment - abroad: | $792.6 billion (31 December 2013 est.) |
| Stock of direct foreign investment - abroad: | $766 billion (31 December 2012 est.) |
| Exchange rates: | euros (EUR) per US dollar - |
| Exchange rates: | 0.7634 (2013 est.) |
| Exchange rates: | 0.7752 (2012 est.) |
| Exchange rates: | 0.755 (2010 est.) |
| Exchange rates: | 0.7198 (2009 est.) |
| Exchange rates: | 0.6827 (2008 est.) |
