| Economy | Serbia |
| Gross national saving: | 15.3% of GDP (2017 est.) |
| Gross national saving: | 16% of GDP (2016 est.) |
| Gross national saving: | 14.1% of GDP (2015 est.) |
| GDP - composition, by end use: | household consumption: 78.2% (2017 est.) |
| GDP - composition, by end use: | government consumption: 10.1% (2017 est.) |
| GDP - composition, by end use: | investment in fixed capital: 18.5% (2017 est.) |
| GDP - composition, by end use: | investment in inventories: 2% (2017 est.) |
| GDP - composition, by end use: | exports of goods and services: 52.5% (2017 est.) |
| GDP - composition, by end use: | imports of goods and services: -61.3% (2017 est.) |
| GDP - composition, by sector of origin: | agriculture: 9.8% (2017 est.) |
| GDP - composition, by sector of origin: | industry: 41.1% (2017 est.) |
| GDP - composition, by sector of origin: | services: 49.1% (2017 est.) |
| Agriculture - products: | wheat, maize, sunflower, sugar beets, grapes/wine, fruits (raspberries, apples, sour cherries), vegetables (tomatoes, peppers, potatoes), beef, pork, and meat products, milk and dairy products |
| Industries: | automobiles, base metals, furniture, food processing, machinery, chemicals, sugar, tires, clothes, pharmaceuticals |
| Industrial production growth rate: | 3.9% (2017 est.) |
| Labor force: | 2.92 million (2017 est.) |
| Labor force - by occupation: | agriculture: 19.4% |
| Labor force - by occupation: | industry: 24.5% |
| Labor force - by occupation: | services: 56.1% (2017 est.) |
| Unemployment rate: | 14.1% (2017 est.) |
| Unemployment rate: | 15.9% (2016 est.) |
| Population below poverty line: | 8.9% (2014 est.) |
| Household income or consumption by percentage share: | lowest 10%: 2.2% |
| Household income or consumption by percentage share: | highest 10%: 23.8% (2011) |
| Distribution of family income - Gini index: | 38.7 (2014 est.) |
| Distribution of family income - Gini index: | 28.2 (2008 est.) |
| Budget: | revenues: 17.69 billion (2017 est.) |
| Budget: | expenditures: 17.59 billion (2017 est.) |
| Budget: | note: data include both central government and local goverment budgets |
| Taxes and other revenues: | 42.7% (of GDP) (2017 est.) |
| Budget surplus (+) or deficit (-): | 0.2% (of GDP) (2017 est.) |
| Public debt: | 62.5% of GDP (2017 est.) |
| Public debt: | 73.1% of GDP (2016 est.) |
| Inflation rate (consumer prices): | 3.1% (2017 est.) |
| Inflation rate (consumer prices): | 1.1% (2016 est.) |
| Central bank discount rate: | 3.5% (9 October 2017) |
| Central bank discount rate: | 4% (31 December 2016) |
| Commercial bank prime lending rate: | 8.2% (31 December 2017 est.) |
| Commercial bank prime lending rate: | 8.45% (31 December 2016 est.) |
| Stock of narrow money: | $6.756 billion (31 December 2017 est.) |
| Stock of narrow money: | $5.189 billion (31 December 2016 est.) |
| Stock of broad money: | $6.756 billion (31 December 2017 est.) |
| Stock of broad money: | $5.189 billion (31 December 2016 est.) |
| Stock of domestic credit: | $24.42 billion (31 December 2017 est.) |
| Stock of domestic credit: | $20.22 billion (31 December 2016 est.) |
| Market value of publicly traded shares: | $5.064 billion (31 December 2016 est.) |
| Market value of publicly traded shares: | $5.841 billion (31 December 2015 est.) |
| Market value of publicly traded shares: | $4.525 billion (31 December 2014 est.) |
| Current account balance: | -$2.354 billion (2017 est.) |
| Current account balance: | -$1.189 billion (2016 est.) |
| Exports: | $15.92 billion (2017 est.) |
| Exports: | $13.99 billion (2016 est.) |
| Exports - partners: | Italy 13.5%, Germany 12.8%, Bosnia and Herzegovina 8.2%, Russia 6%, Romania 4.9% (2017) |
| Exports - commodities: | automobiles, iron and steel, rubber, clothes, wheat, fruit and vegetables, nonferrous metals, electric appliances, metal products, weapons and ammunition |
| Imports: | $20.44 billion (2017 est.) |
| Imports: | $17.63 billion (2016 est.) |
| Imports - commodities: | machinery and transport equipment, fuels and lubricants, manufactured goods, chemicals, food and live animals, raw materials |
| Imports - partners: | Germany 12.7%, Italy 10%, China 8.2%, Russia 7.3%, Hungary 4.9%, Poland 4.1% (2017) |
| Reserves of foreign exchange and gold: | $11.91 billion (31 December 2017 est.) |
| Reserves of foreign exchange and gold: | $10.76 billion (31 December 2016 est.) |
| Debt - external: | $29.5 billion (31 December 2017 est.) |
| Debt - external: | $30.38 billion (31 December 2016 est.) |
| Stock of direct foreign investment - at home: | $41.52 billion (31 December 2016 est.) |
| Stock of direct foreign investment - at home: | $11.95 billion (31 December 2015 est.) |
| Stock of direct foreign investment - abroad: | NA |
| Exchange rates: | Serbian dinars (RSD) per US dollar - |
| Exchange rates: | 112.4 (2017 est.) |
| Exchange rates: | 111.278 (2016 est.) |
| Exchange rates: | 111.278 (2015 est.) |
| Exchange rates: | 108.811 (2014 est.) |
| Exchange rates: | 88.405 (2013 est.) |
